id	offset_octets	longueur_octets	type	resume
buffer.Buffer.writeUIntLE	319076	926	method	Writes byteLength bytes of value to buf at the specified offset as little-endian.
buffer.File	320002	290	class	Extends: <Blob> A <File> provides information about files.
buffer.buffers_and_character_encodings	320292	5802	module	When converting between Buffers and strings, a character encoding may be specified.
buffer.buffers_and_typedarrays	326094	4640	module	Buffer instances are also JavaScript <Uint8Array> and <TypedArray> instances.
buffer.buffers_and_iteration	330734	918	module	Buffer instances can be iterated over using for..of syntax: import { Buffer } from 'node:buffer'; const buf = Buffer.from([1, 2, 3]); for (const b of buf) { console.log(b); } // Prints: // 1 //
buffer.`node:buffer`_module_apis	331652	587	module	While, the Buffer object is available as a global, there are additional Buffer-related APIs that are available only via the node:buffer module accessed using require('node:buffer').
buffer.`node:buffer`_module_apis.SlowBuffer	332239	397	class	See Buffer.allocUnsafeSlow().
buffer.`node:buffer`_module_apis.buffer_constants	332636	222	module	
buffer.`node:buffer`_module_apis.atob	332858	917	method	Decodes a string of Base64-encoded data into bytes, and encodes those bytes into a string using Latin-1 (ISO-8859-1).
buffer.`node:buffer`_module_apis.btoa	333775	893	method	Decodes a string into bytes using Latin-1 (ISO-8859), and encodes those bytes into a string using Base64.
buffer.`node:buffer`_module_apis.isAscii	334668	498	method	This function returns true if input contains only valid ASCII-encoded data, including the case in which input is empty.
buffer.`node:buffer`_module_apis.isUtf8	335166	495	method	This function returns true if input contains only valid UTF-8-encoded data, including the case in which input is empty.
buffer.`node:buffer`_module_apis.resolveObjectURL	335661	463	method	Resolves a 'blob:nodedata:...' an associated <Blob> object registered using a prior call to URL.createObjectURL().
buffer.`node:buffer`_module_apis.transcode	336124	1300	method	Re-encodes the given Buffer or Uint8Array instance from one character encoding to another.
c++_embedder_api	337424	1223	module	Node.js provides a number of C++ APIs that can be used to execute JavaScript in a Node.js environment from other C++ software.
c++_embedder_api.setting_up_a_per-process_state	338647	2074	module	Node.js requires some per-process state management in order to run: Arguments parsing for Node.js CLI options, V8 per-process requirements, such as a v8::Platform instance.
c++_embedder_api.setting_up_a_per-instance_state	340721	4131	module	Node.js has a concept of a “Node.js instance”, that is commonly being referred to as node::Environment.
child_process	344852	4145	module	Source Code: lib/child_process.js The node:child_process module provides the ability to spawn subprocesses in a manner that is similar, but not identical, to popen(3).
child_process.ChildProcess	348997	608	class	Extends: <EventEmitter> Instances of the ChildProcess represent spawned child processes.
child_process.ChildProcess.Type.ref	349605	443	method	This method makes the IPC channel keep the event loop of the parent process running if .unref() has been called before.
child_process.ChildProcess.Type.unref	350048	489	method	This method makes the IPC channel not keep the event loop of the parent process running, and lets it finish even while the channel is open.
child_process.ChildProcess.disconnect	350537	1152	method	Closes the IPC channel between parent and child processes, allowing the child process to exit gracefully once there are no other connections keeping it alive.
child_process.ChildProcess.kill	351689	2831	method	The subprocess.kill() method sends a signal to the child process.
child_process.ChildProcess.[Symbol.dispose]	354520	306	method	Calls subprocess.kill() with 'SIGTERM'.
child_process.ChildProcess.ref	354826	1100	method	Calling subprocess.ref() after making a call to subprocess.unref() will restore the removed reference count for the child process, forcing the parent process to wait for the child process to exit befo
child_process.ChildProcess.send	355926	7433	method	When an IPC channel has been established between the parent and child processes ( i.e.
child_process.ChildProcess.unref	363359	1165	method	By default, the parent process will wait for the detached child process to exit.
child_process.asynchronous_process_creation	364524	1079	module	The child_process.spawn(), child_process.fork(), child_process.exec(), and child_process.execFile() methods all follow the idiomatic asynchronous programming pattern typical of other Node.js APIs.
child_process.asynchronous_process_creation.spawning_`.bat`_and_`.cmd`_files_on_windows	365603	1977	module	The importance of the distinction between child_process.exec() and child_process.execFile() can vary based on platform.
child_process.asynchronous_process_creation.exec	367580	4854	method	Spawns a shell then executes the command within that shell, buffering any generated output.
child_process.asynchronous_process_creation.execFile	372434	3521	method	The child_process.execFile() function is similar to child_process.exec() except that it does not spawn a shell by default.
child_process.asynchronous_process_creation.fork	375955	3035	method	The child_process.fork() method is a special case of child_process.spawn() used specifically to spawn new Node.js processes.
child_process.asynchronous_process_creation.spawn	378990	5199	method	The child_process.spawn() method spawns a new process using the given command, with command-line arguments in args.
child_process.synchronous_process_creation	384189	849	module	The child_process.spawnSync(), child_process.execSync(), and child_process.execFileSync() methods are synchronous and will block the Node.js event loop, pausing execution of any additional code until
child_process.synchronous_process_creation.execFileSync	385038	2683	method	The child_process.execFileSync() method is generally identical to child_process.execFile() with the exception that the method will not return until the child process has fully closed.
child_process.synchronous_process_creation.execSync	387721	1180	method	The child_process.execSync() method is generally identical to child_process.exec() with the exception that the method will not return until the child process has fully closed.
child_process.synchronous_process_creation.spawnSync	388901	1066	method	The child_process.spawnSync() method is generally identical to child_process.spawn() with the exception that the function will not return until the child process has fully closed.
child_process.`maxbuffer`_and_unicode	389967	678	module	The maxBuffer option specifies the largest number of bytes allowed on stdout or stderr.
child_process.shell_requirements	390645	412	module	The shell should understand the -c switch.
child_process.default_windows_shell	391057	682	module	Although Microsoft specifies %COMSPEC% must contain the path to 'cmd.exe' in the root environment, child processes are not always subject to the same requirement.
child_process.advanced_serialization	391739	1162	module	Child processes support a serialization mechanism for IPC that is based on the serialization API of the node:v8 module, based on the HTML structured clone algorithm.
cluster	392901	2495	module	Source Code: lib/cluster.js Clusters of Node.js processes can be used to run multiple instances of Node.js that can distribute workloads among their application threads.
cluster.Worker	395396	489	class	Extends: <EventEmitter> A Worker object contains all public information and method about a worker.
cluster.Worker.disconnect	395885	2148	method	In a worker, this function will close all servers, wait for the 'close' event on those servers, and then disconnect the IPC channel.
cluster.Worker.isConnected	398033	537	method	This function returns true if the worker is connected to its primary via its IPC channel, false otherwise.
cluster.Worker.isDead	398570	2095	method	This function returns true if the worker's process has terminated (either because of exiting or being signaled).
cluster.Worker.kill	400665	731	method	This function will kill the worker.
cluster.Worker.send	401396	791	method	Send a message to a worker or primary, optionally with a handle.
cluster.disconnect	402187	586	method	Calls .disconnect() on each worker in cluster.workers.
